Location,Cleaned Location,Latitude,Longitude
"2607 W ATKINSON AV,MKE",,,
"3740 W GALENA ST,MKE",,,
"4000 W OKLAHOMA AV,MKE",,,
"2008 W CENTER ST,MKE",,,
"2325 S HOWELL AV,MKE",,,
"5300 S HOWELL AV,MKE",,,
"N 28TH ST / W COURTLAND AV,MKE",,,
"619 W WALNUT ST,MKE",,,
"3500 W FOREST HOME AV,MKE",,,
"4001 W CLYBOURN ST,MKE",,,
"N 43RD ST / W MILL RD,MKE",,,
"509 N 27TH ST,MKE",,,
"1030 W HISTORIC MITCHELL ST,MKE",,,
"901 N 9TH ST,MKE",,,
"5200 W BLUE MOUND RD,MKE",,,
"2441 S 33RD ST,MKE",,,
"4762 S 27TH ST,MKE",,,
"5144 N 23RD ST,MKE",,,
"6300 W LUSCHER AV,MKE",,,
AREA OF KING HS,,,
"430 W NORTH AV,MKE",,,
"1400 E BRADY ST,MKE",,,
"7000 W MORGAN AV,MKE",,,
"4615 N TEUTONIA AV,MKE",,,
"6662 S 13TH ST,OCR",,,
"2218 N 26TH ST,MKE",,,
"2469 S 5TH ST,MKE",,,
"E KNAPP ST / N WATER ST,MKE",,,
"4409 W LISBON AV,MKE",,,
"8135 W FLORIST AV,MKE",,,
"2825 N FRATNEY ST,MKE",,,
"2642 S 29TH ST,MKE",,,
"7667 N 99TH ST,MKE",,,
"1427 S 9TH ST,MKE",,,
"1917 W MC KINLEY AV,MKE",,,
"4810 S 27TH ST,MKE",,,
"8924 W CARMEN AV,MKE",,,
"2629 N 27TH ST,MKE",,,
"6700 N 80TH ST,MKE",,,
"N SHERMAN BL / W MILL RD,MKE",,,
AREA OF RIVERSIDE HS,,,
"2655 N TEUTONIA AV,MKE",,,
"121 E HADLEY ST,MKE",,,
"3025 N 1ST ST,MKE",,,
"3865 N 75TH ST,MKE",,,
"436 N 27TH ST,MKE",,,
"200 N 35TH ST,MKE",,,
"2920 N 4TH ST,MKE",,,
4116 S 5TH ST,,,
"2672 N 35TH ST,MKE",,,
"1914 W GREENFIELD AV,MKE",,,
"W CAPITOL DR / W ROOSEVELT DR,MKE",,,
"6100 N SHERMAN BL,MKE",,,
"4719 N 34TH ST,MKE",,,
"8884 N 95TH ST,MKE",,,
"3856 N 75TH ST,MKE",,,
"1462 N 17TH ST,MKE",,,
"850 W WALNUT ST,MKE",,,
"4905 S NICHOLSON, CUDAHY WI",,,
"1631 W LINCOLN AV,MKE",,,
"3727 W WISCONSIN AV,MKE",,,
"4201 N TEUTONIA AV,MKE",,,
"5527 S 13TH ST,MKE",,,
"3811 W LINCOLN AV,MKE",,,
"2132 S 25TH ST,MKE",,,
"N 60TH ST / W CAPITOL DR,MKE",,,
"7401 W SHERIDAN AV,MKE",,,
"5400 W NORTH AV,MKE",,,
"1690 S KINNICKINNIC AV,MKE",,,
"1013 W LINCOLN AV,MKE",,,
"4723 N 35TH ST,MKE",,,
"4329 N 14TH ST,MKE",,,
"5601 W WISCONSIN AV,MKE",,,
1724 E GENEVA,,,
"2650 S 43RD ST,MKE",,,
"3207 N 36TH ST,MKE",,,
"3059 N 24TH PL,MKE",,,
"2830 N 34TH ST,MKE",,,
"3405 N 15TH ST,MKE",,,
"N 27TH ST / W WISCONSIN AV,MKE",,,
"2912 N 23RD ST,MKE",,,
"N 6TH ST / W STATE ST,MKE",,,
"1555 N RIVERCENTER DR,MKE",,,
"1100 S 5TH ST,MKE",,,
"5011 N 60TH ST,MKE",,,
"2032 W SCOTT ST,MKE",,,
"2657 N 39TH ST,MKE",,,
"3183 N 13TH ST,MKE",,,
"3121 S 27TH ST,MKE",,,
"1817 N 23RD ST,MKE",,,
"N 3RD ST / W KEEFE AV,MKE",,,
"3000 S 27TH ST,MKE",,,
"4735 N 35TH ST,MKE",,,
"3401 W OKLAHOMA AV,MKE",,,
"4879 N 21ST ST,MKE",,,
"N HOLTON ST / E BROWN ST,MKE",,,
"N SHERMAN BL / W CAPITOL DR,MKE",,,
"2861 N 35TH ST,MKE",,,
"2620 W WISCONSIN AV,MKE",,,
"10211 W FOND DU LAC AV,MKE",,,
"6200 W LAYTON, GREENFIELD",,,
"1416 W CLARKE ST,MKE",,,
"4340 N TEUTONIA AV,MKE",,,
"1534 W LINCOLN AV,MKE",,,
"6469 N 106TH ST,MKE",,,
"3461 N OAKLAND AV,MKE",,,
"4324 N 88TH ST,MKE",,,
"2305 W SUNBURY CT,MKE",,,
"3619 N 49TH ST,MKE",,,
"1122 N 35TH ST,MKE",,,
ACADEMY,,,
"2705 S 43RD ST,MKE",,,
"9000 W WISCONSIN AV,MKE",,,
"N HAWLEY RD / W BLUE MOUND RD,MKE",,,
"1315 W CONCORDIA AV,MKE",,,
"833 E MICHIGAN ST,MKE",,,
"605 S 1ST ST,MKE",,,
"S 15TH ST / W GREENFIELD AV,MKE",,,
"433 W ST PAUL AV,MKE",,,
"639 E SUMMERFEST PL,MKE",,,
"4050 N 34TH ST,MKE",,,
"N SWAN RD / W COUNTY LINE RD,MKE",,,
"1551 S CESAR E CHAVEZ DR,MKE",,,
"1600 S 12TH ST,MKE",,,
"3349 N 78TH ST,MKE",,,
"2218 N 56TH ST,MKE",,,
"W FOND DU LAC AV / W SILVER SPRING DR,MKE",,,
"N 68TH ST / W FOND DU LAC AV,MKE",,,
"318 N 41ST ST,MKE",,,
"N FARWELL AV / E KENILWORTH PL,MKE",,,
"9020 N 95TH ST,MKE",,,
"2632 N 22ND ST,MKE",,,
"2820 W WELLS ST,MKE",,,
"3165 S 27TH ST,MKE",,,
"4512 W SPENCER PL,MKE",,,
"5366 N LOVERS LANE RD,MKE",,,
"618 S 67TH ST,MKE",,,
"9050 N 85TH ST,MKE",,,
"5219 N 58TH ST,MKE",,,
"1554 W CHAMBERS ST,MKE",,,
"2355 N 35TH ST,MKE",,,
"S 22ND ST / W ABBOTT AV,MKE",,,
"646 S 2ND ST,MKE",,,
"7210 N 76TH ST,MKE",,,
"5714 W WISCONSIN AV,MKE",,,
"S 12TH ST / W GREENFIELD AV,MKE",,,
"5918 W VLIET ST,MKE",,,
"336 W WALNUT ST,MKE",,,
"2707 W BURLEIGH ST,MKE",,,
"1202 W HISTORIC MITCHELL ST,MKE",,,
"723 S 20TH ST,MKE",,,
"N 49TH ST / W LLOYD ST,MKE",,,
"3722 W JUNIPER CT,MKE",,,
"7457 W THURSTON AV,MKE",,,
"605 E LYON ST,MKE",,,
"3058 S 27TH ST,MKE",,,
"6200 W CENTER ST,MKE",,,
"10628 W BOBOLINK AV,MKE",,,
"7665 N 107TH ST,MKE",,,
"742 W CAPITOL DR,MKE",,,
"3374 S CLEMENT AV,MKE",,,
"3426 W NATIONAL AV,MKE",,,
"3510 N 7TH ST,MKE",,,
"N 76TH ST / W GOOD HOPE RD,MKE",,,
"2820 W GRANT ST,MKE",,,
"2841 W HIGHLAND BL,MKE",,,
"3145 N 40TH ST,MKE",,,
"N 107TH ST / W GOOD HOPE RD,MKE",,,
"1424 S 25TH ST,MKE",,,
"1841 W KNEELAND ST,MKE",,,
"951 N JAMES LOVELL ST,MKE",,,
"1831 W JUNEAU AV,MKE",,,
"4034 N 69TH ST,MKE",,,
"754 N 4TH ST,MKE",,,
"2023 S KINNICKINNIC AV,MKE",,,
"5607 W WISCONSIN AV,MKE",,,
"4645 N 45TH ST,MKE",,,
"N 36TH ST / W RUBY AV,MKE",,,
"625 W LOCUST ST,MKE",,,
"3172 S 8TH ST,MKE",,,
"2962 N 25TH ST,MKE",,,
"5600 S 13TH ST,MKE",,,
1627 N 36 ST,,,
"125 N 25TH ST,MKE",,,
"5600 W NORTH AV,MKE",,,
"1401 W MITCHELL ST,MKE",,,
"841 N JAMES LOVELL ST,MKE",,,
AREA OF MORSE MIDDLE SCHOOL,,,
"4141 N 64TH ST,MKE",,,
"2601 S 7TH ST,MKE",,,
"10330 W SILVER SPRING DR,MKE",,,
"1532 W LINCOLN AV,MKE",,,
"S 65TH ST / W MAIN ST,MKE",,,
1525 N 38 ST,,,
"8654 W VILLARD AV,MKE",,,
"3904 W WALNUT ST,MKE",,,
"3027 S 16TH ST,MKE",,,
"3860 S HOWELL AV,MKE",,,
"2644 N 27TH ST,MKE",,,
"6404 W LAKEFIELD DR,MKE",,,
"811 S MINNESOTA AV,SOUTH MILW",,,
"4032 N 12TH ST,MKE",,,
"6220 N 89TH ST,MKE",,,
"710 N PLANKINTON AV,MKE",,,
"W GOOD HOPE RD / N 107TH ST,MKE",,,
"2550 N 1ST ST,MKE",,,
"6453 N 89TH ST,MKE",,,
"N 4TH ST / W STATE ST,MKE",,,
"4825 W CAPITOL DR,MKE",,,
"5065 N HOPKINS ST,MKE",,,
"S CESAR E CHAVEZ DR / W NATIONAL AV,MKE",,,
"6700 W APPLETON AV,MKE",,,
"1017 N 12TH ST,MKE",,,
"1321 E RUSSELL AV,MKE",,,
"1910 W LINCOLN AV,MKE",,,
"W ATKINSON AV / W CAPITOL DR,MKE",,,
"300 W NORTH AV,MKE",,,
"N SHERMAN BL / W SILVER SPRING DR,MKE",,,
"N 78TH ST / W CAPITOL DR,MKE",,,
"5075 N SHERMAN BL,MKE",,,
"2971 S 16TH ST,MKE",,,
"N 4TH ST / W WELLS ST,MKE",,,
"1015 N 6TH ST,MKE",,,
"3522 W WISCONSIN AV,MKE",,,
"3938 N 22ND ST,MKE",,,
"1610 N 35TH ST,MKE",,,
"N HOLTON ST / E CAPITOL DR,MKE",,,
"3800 W FAIRMOUNT AV,MKE",,,
"N 12TH ST / W STATE ST,MKE",,,
"6635 N INDUSTRIAL RD,MKE",,,
"2352 S 8TH ST,MKE",,,
"2720 N 50TH ST,MKE",,,
"2463 N BUFFUM ST,MKE",,,
"E KNAPP ST / N PROSPECT AV,MKE",,,
"200 E WELLS ST,MKE",,,
"841 N BROADWAY,MKE",,,
"1515 W LAPHAM BL,MKE",,,
"1211 E CONWAY ST,MKE",,,
"6815 N 60TH ST,MKE",,,
"2830 W HIGHLAND BL,MKE",,,
"2837 N 11TH ST,MKE",,,
"1135 S 17TH ST,MKE",,,
"1423 S COMSTOCK AV,MKE",,,
"1102 W LINCOLN AV,MKE",,,
"N 8TH ST / W CENTER ST,MKE",,,
"2838 N 52ND ST,MKE",,,
"801 S LAYTON BL,MKE",,,
"4915 W OKLAHOMA AV,MKE",,,
"N 76TH ST / W FOND DU LAC AV,MKE",,,
"2402 N 9TH ST,MKE",,,
"3814 W SHERIDAN AV,MKE",,,
"2040 W OKLAHOMA AV,MKE",,,
"6069 N TEUTONIA AV,MKE",,,
"1901 N 33RD ST,MKE",,,
"E LOCUST ST / N WEIL ST,MKE",,,
"7811 W HAMPTON AV,MKE",,,
"3328 N PALMER ST,MKE",,,
"W LINCOLN AV / S 15TH ST,MKE",,,
"1600 W CENTER ST,MKE",,,
"6709 W NEW JERSEY AV,MKE",,,
"N SHERMAN BL / W FLORIST AV,MKE",,,
"3355 S 27TH ST,MKE",,,
"2910 W FOND DU LAC AV,MKE",,,
"N 35TH ST / W VILLARD AV,MKE",,,
"2528 W WELLS ST,MKE",,,
"8611 W HAMPTON AV,MKE",,,
"2714 W EVERGREEN LA,MKE",,,
"2950 W BROWN ST,MKE",,,
"1902 N COMMERCE ST,MKE",,,
"1520 S 1ST ST,MKE",,,
"1600 S 10TH ST,MKE",,,
"3920 N 29TH ST,MKE",,,
"N 46TH ST / W CUSTER AV,MKE",,,
"820 S 21ST ST,MKE",,,
"S 56TH ST / W HOWARD AV,MKE",,,
"9403 W SILVER SPRING DR,MKE",,,
"550 E GREENFIELD AV,MKE",,,
"3146 N 16TH ST,MKE",,,
"2900 W OKLAHOMA AV,MKE",,,
"1220 DEWEY AV, WAUWATOSA",,,
"E CAPITOL DR / N RICHARDS ST,MKE",,,
"W WALNUT ST / N MAYFLOWER CT,MKE",,,
"2905 W CLYBOURN ST,MKE",,,
"1329 W CENTER ST,MKE",,,
"3917 N 24TH PL,MKE",,,
"1930 W MC KINLEY AV,MKE",,,
"N 37TH ST / W CONCORDIA AV,MKE",,,
"9200 W BLUE MOUND RD,MKE",,,
"3522 W LISBON AV,MKE",,,
"2831 W CAPITOL DR,MKE",,,
"2534 W CHAMBERS ST,MKE",,,
"N 27TH ST / W HIGHLAND AV,MKE",,,
"7933 N 64TH CT,MKE",,,
"4600 W CENTER ST,MKE",,,
"2641 N PIERCE ST,MKE",,,
"2005 W ORCHARD ST,MKE",,,
"3381 N 35TH ST,MKE",,,
"6827 N DARIEN ST,MKE",,,
"2635 W JUNEAU AV,MKE",,,
"2929 W WISCONSIN AV,MKE",,,
"2500 N 48TH ST,MKE",,,
"845 N VAN BUREN ST,MKE",,,
"S 21ST ST / W NATIONAL AV,MKE",,,
"N 2ND ST / W CAPITOL DR,MKE",,,
"5301 N 37TH ST,MKE",,,
"N 60TH ST / W FAIRVIEW AV,MKE",,,
"400 E BRUCE ST,MKE",,,
"3261 N 8TH ST,MKE",,,
"1406 W FOND DU LAC AV,MKE",,,
"9700 W APPLETON AV,MKE",,,
"665 S LAYTON BL,MKE",,,
"4328 N 64TH ST,MKE",,,
"1227 W WALNUT ST,MKE",,,
"2537 W PIERCE ST,MKE",,,
"4236 N 90TH CT,MKE",,,
"1928 W BROWN ST,MKE",,,
"516 N MOORELAND, WAUKESHA",,,
"N 54TH ST / W CAPITOL DR,MKE",,,
"N 6TH ST / W WISCONSIN AV,MKE",,,
"4081 N 26TH ST,MKE",,,
"3942 N 39TH ST,MKE",,,
"1920 S 10TH ST,MKE",,,
"W ATKINSON AV / W RUBY AV,MKE",,,
"611 E LLOYD ST,MKE",,,
"4610 S 20TH ST,MKE",,,
"2183 N SHERMAN BL,MKE",,,
"2823 W CAPITOL DR,MKE",,,
"7135 W SILVER SPRING DR,MKE",,,
"2014 W NORTH AV,MKE",,,
"3117 N 20TH ST,MKE",,,
"2017 N 32ND ST,MKE",,,
"750 S 22ND ST,MKE",,,
"3400 W NORTH AV,MKE",,,
"N 37TH ST / W SILVER SPRING DR,MKE",,,
"E NEWBERRY BL / N OAKLAND AV,MKE",,,
"5334 W WISCONSIN AV,MKE",,,
4375 W BRADLEY RD,,,
"719 N 32ND ST,MKE",,,
"631 S LAYTON BL,MKE",,,
"9668 W APPLETON AV,MKE",,,
"5447 N 91ST ST,MKE",,,
"N 76TH ST / W FLORIST AV,MKE",,,
"4500 W STATE ST,MKE",,,
"5833 N 91ST ST,MKE",,,
"2876 N 37TH ST,MKE",,,
"6124 W SPENCER PL,MKE",,,
"2730 W PIERCE ST,MKE",,,
"S 13TH ST / W GREENFIELD AV,MKE",,,
"10000 W SILVER SPRING DR,MKE",,,
"4735 W WISCONSIN AV,MKE",,,
"635 N 26TH ST,MKE",,,
"1425 N FARWELL AV,MKE",,,
"2909 N 22ND ST,MKE",,,
"924 W LAPHAM BL,MKE",,,
"3076 N NEWHALL ST,MKE",,,
"4010 W FLORIST AV,MKE",,,
"N 25TH ST / W ATKINSON AV,MKE",,,
"2117 W CENTER ST,MKE",,,
"2708 W CENTER ST,MKE",,,
"S 41ST ST / W MORGAN AV,MKE",,,
"3761 N 57TH ST,MKE",,,
"9660 W APPLETON AV,MKE",,,
"824 N 16TH ST,MKE",,,
"5434 W CAPITOL DR,MKE",,,
"655 S LAYTON BL,MKE",,,
"1032 E KNAPP ST,MKE",,,
"710 W GRANGE AV,MKE",,,
"9750 W APPLETON AV,MKE",,,
"S HOWELL AV / W GRANGE AV,MKE",,,
"3715 N 41ST ST,MKE",,,
"2600 S 16TH ST,MKE",,,
"E BRADY ST / N FARWELL AV,MKE",,,
"5261 N 33RD ST,MKE",,,
"2006 S 11TH ST,MKE",,,
"N 26TH ST / W ATKINSON AV,MKE",,,
"715 S LAYTON BL,MKE",,,
"3136 W NATIONAL AV,MKE",,,
"W APPLETON AV / W HAMPTON AV,MKE",,,
"N 37TH ST / W HAMPTON AV,MKE",,,
"2618 N 20TH ST,MKE",,,
"3991 N 28TH ST,MKE",,,
"5835 W HAMPTON AV,MKE",,,
"11800 W SILVER SPRING DR,MKE",,,
"607 S 70TH ST,MKE",,,
"3956 N 67TH ST,MKE",,,
"N 20TH ST / W FOND DU LAC AV,MKE",,,
"N BREMEN ST / E LOCUST ST,MKE",,,
"S 68TH ST / W CLEVELAND AV,MKE",,,
"1025 E OKLAHOMA AV,MKE",,,
"4235 W NORTH AV,MKE",,,
"5001 W CENTER ST,MKE",,,
"7600 W CAPITOL DR,MKE",,,
"6103 S 20TH ST,MKE",,,
"1502 HANS ST, WEST BEND",,,
"N 14TH ST / W NORTH AV,MKE",,,
"3020 N PALMER ST,MKE",,,
"S HAWLEY RD / W MAIN ST,MKE",,,
"310 W LOCUST ST,MKE",,,
"4232 N 62ND ST,MKE",,,
"3331 W JUNEAU AV,MKE",,,
"9905 W FOND DU LAC AV,MKE",,,
"3045 N 23RD ST,MKE",,,
"7919 N 60TH ST,MKE",,,
"S 2ND ST / W NATIONAL AV,MKE",,,
"2132 N BUFFUM ST,MKE",,,
"1700 W NORTH AV,MKE",,,
"3333 S 27TH ST,MKE",,,
"2819 W RICHARDSON PL,MKE",,,
"200 E CHAMBERS ST,MKE",,,
"2325 N 15TH ST,MKE",,,
"4938 W HAMPTON AV,MKE",,,
"S 76TH ST / W HOWARD AV,MKE",,,
"638 W HISTORIC MITCHELL ST,MKE",,,
"735 S LAYTON BL,MKE",,,
"2201 S KINNICKINNIC AV,MKE",,,
"2683 N 48TH ST,MKE",,,
"3045 S 54TH ST,MKE",,,
"7451 W APPLETON AV,MKE",,,
"1735 S 16TH ST,MKE",,,
"N 17TH ST / W WISCONSIN AV,MKE",,,
"2500-BLK N 1ST ST,MKE",,,
"9924 W APPLETON AV,MKE",,,
"2209 N 41ST ST,MKE",,,
"S 15TH ST / W BURNHAM ST,MKE",,,
SPD,,,
"4650 W HAMPTON AV,MKE",,,
"6625 N BOURBON ST,MKE",,,
"4020 N SHERMAN BL,MKE",,,
"2923 S 6TH ST,MKE",,,
"1609 E NORTH AV,MKE",,,
"925 N 34TH ST,MKE",,,
"711 S LAYTON BL,MKE",,,
"N 98TH ST / W CAPITOL DR,MKE",,,
"1500-BLK S 9TH ST,MKE",,,
"2209 N 20TH ST,MKE",,,
"2351 N 45TH ST,MKE",,,
"N 27TH ST / W LISBON AV,MKE",,,
"N 44TH ST / W LLOYD ST,MKE",,,
"2057 N 32ND ST,MKE",,,
"4700-BLK N 74TH ST,MKE",,,
"1800 W CLEVELAND AV,MKE",,,
"2428 S 6TH ST,MKE",,,
"814 E LOCUST ST,MKE",,,
"3100 W LISBON AV,MKE",,,
"9800 W APPLETON AV,MKE",,,
"W LOCUST ST / N 7TH ST,MKE",,,
"N 51ST BL / W FOND DU LAC AV,MKE",,,
"3169 S 26TH ST,MKE",,,
"S 17TH ST / S PEARL ST,MKE",,,
"N 107TH ST / W SILVER SPRING DR,MKE",,,
"945 N 12TH ST,MKE",,,
"5613 W ROGERS ST, WEST MILEWAUKEE, WI",,,
"3942 N 29TH ST,MKE",,,
"N 39TH ST / W NORTH AV,MKE",,,
"3317 N 13TH ST,MKE",,,
"7100 N 60TH ST,MKE",,,
"W APPLETON AV / W PERKINS PL,MKE",,,
"3800-BLK N 24TH PL,MKE",,,
"W SILVER SPRING DR / N LOVERS LANE RD,MKE",,,
"8246 N 106TH ST,MKE",,,
"5635 W DOUGLAS AV,MKE",,,
"3709 N 27TH ST,MKE",,,
"4265 N 30TH ST,MKE",,,
"S 14TH ST / W HARRISON AV,MKE",,,
"1528 S 13TH ST,MKE",,,
"1123 N VAN BUREN ST,MKE",,,
"2530 N 38TH ST,MKE",,,
"3000 W LISBON AV,MKE",,,
"9112 N 75TH ST,MKE",,,
"N 2ND ST / W CENTER ST,MKE",,,
"7829 W BEECHWOOD AV,MKE",,,
"2880 N 32ND ST,MKE",,,
"1643 N 17TH ST,MKE",,,
"7415 W DEAN RD,MKE",,,
"5525 N TEUTONIA AV,MKE",,,
"7263 W SILVER SPRING DR,MKE",,,
"4022 S 58TH ST,MKE",,,
"1934 N 39TH ST,MKE",,,
"8908 W HAMPTON AV,MKE",,,
"3565 N 20TH ST,MKE",,,
"3145 N 55TH ST,MKE",,,
"1432 W LOCUST ST,MKE",,,
"3611 W VLIET ST,MKE",,,
"4141 N 47TH ST,MKE",,,
"3004 W HOWARD AV,MKE",,,
"9070 N 95TH ST,MKE",,,
"1754 N CAMBRIDGE AV,MKE",,,
"4049 N 19TH PL,MKE",,,
"1535 N 35TH ST,MKE",,,
"N 35TH ST / W BURLEIGH ST,MKE",,,
"5115 W CAPITOL DR,MKE",,,
"5823 N 60TH ST,MKE",,,
"4250 N 47TH ST,MKE",,,
LAKE MICHIGAN NEAR MCKINLEY MARINA,,,
"3023 N 20TH ST,MKE",,,
"3000 W CANAL ST,MKE",,,
"1610 S 4TH ST,MKE",,,
"N 18TH ST / W VLIET ST,MKE",,,
"N 27TH ST / W LOCUST ST,MKE",,,
"S 7TH ST / W OKLAHOMA AV,MKE",,,
"9014 W APPLETON AV,MKE",,,
"3635 N 25TH ST,MKE",,,
"2232 N OAKLAND AV,MKE",,,
"10001 W BLUE MOUND RD,MKE",,,
"4450 N 25TH ST,MKE",,,
"N 32ND ST / W JUNEAU AV,MKE",,,
"5460 N 64TH ST,MKE",,,
"1710 W ATKINSON AV,MKE",,,
"5183 N 31ST ST,MKE",,,
"3156 N 34TH ST,MKE",,,
"3700 N 100TH ST,MKE",,,
"2473 N 40TH ST,MKE",,,
"3237 N 23RD ST,MKE",,,
"3015 N 24TH ST,MKE",,,
"N 36TH ST / W HAMPTON AV,MKE",,,
"1338 E BRADY ST,MKE",,,
"550 W KILBOURN AV,MKE",,,
"2871 S 38TH ST,MKE",,,
"W AUER AV / N SHERMAN BL,MKE",,,
"N 99TH ST / W THURSTON AV,MKE",,,
"S 20TH ST / W HOWARD AV,MKE",,,
"5274 S 23RD ST,MKE",,,
"3100 W WALNUT ST,MKE",,,
"3529 N 24TH PL,MKE",,,
"700 W WISCONSIN AV,MKE",,,
"5332 N 44TH ST,MKE",,,
"2777 S 60TH ST,MKE",,,
"4010 W FAIRMOUNT AV,MKE",,,
"2501 W ATKINSON AV,MKE",,,
"W OKLAHOMA AV / S 27TH ST,MKE",,,
"3303 N 27TH ST,MKE",,,
"N 27TH ST / W CAPITOL DR,MKE",,,
"S 19TH ST / W NATIONAL AV,MKE",,,
"4243 N 26TH ST,MKE",,,
"922 S 20TH ST,MKE",,,
"800 E LAYTON AV,MKE",,,
"4302 N 47TH ST,MKE",,,
"2863 N DOWNER AV,MKE",,,
5735 W WISCONSIN,,,
"2345 N 12TH ST,MKE",,,
"S 33RD ST / W LAPHAM ST,MKE",,,
"2534 W HOPKINS ST,MKE",,,
"700 S 4TH ST,MKE",,,
"3535 W MARION ST,MKE",,,
"S 25TH ST / W WILBUR AV,MKE",,,
"3933 N 79TH ST,MKE",,,
"N 30TH ST / W ROOSEVELT DR,MKE",,,
"6441 N 71ST ST,MKE",,,
"3928 N 14TH ST,MKE",,,
"7500 N 91ST ST,MKE",,,
7500 N 91ST ST,,,
